Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_44_018.jpg;-15;1;0;4.627509;83.91312;79.62711;0.9321659;187.7313;358.7969
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_44_085.jpg;-15;1;0;4.645717;83.64343;79.59201;0.5902658;185.4849;358.4868
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_44_151.jpg;-15;1;0;4.657225;83.37533;79.56425;0.08049957;183.593;358.3196
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_44_218.jpg;-15;1;0;4.662203;83.01363;79.53749;359.5545;181.393;358.4157
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_44_285.jpg;-15;1;0;4.663672;82.73649;79.52678;359.4503;179.7718;358.6204
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_44_351.jpg;-15;1;0;4.66701;82.4529;79.52551;359.6349;177.9704;358.9408
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_44_418.jpg;-15;1;0;4.757068;82.06375;79.55093;0.2209305;174.9331;358.981
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_44_485.jpg;-15;1;0;4.790564;81.77384;79.58264;0.4825644;172.4576;358.929
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_44_551.jpg;-15;1;0;4.817617;81.48799;79.62471;0.5268964;169.892;358.8324
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_44_618.jpg;-15;1;0;4.834898;81.11339;79.6957;0.2771024;166.7354;358.7029
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_44_686.jpg;-15;1;0;4.843438;80.83723;79.75741;359.8738;164.8339;358.7466
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_44_751.jpg;-15;1;0;4.88692;80.55617;79.83197;359.7655;163.0558;358.8271
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_44_818.jpg;-15;1;0;4.902667;80.17873;79.95079;359.9778;160.7852;358.8477
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_44_885.jpg;-15;1;0;4.943925;79.8971;80.05346;0.1681456;158.7297;358.7864
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_44_951.jpg;-15;1;0;4.973792;79.61987;80.16199;0.1712371;156.6453;358.8328
